transaction_id,timestamp,product_id,product_name,category,sku,amount,currency,payment_method,is_high_risk_item,card_bin,card_last4,issuer_country,is_3ds_passed,attempt_count,payment_gateway,customer_id,email,email_domain,email_first_seen,phone,phone_verified,previous_orders,previous_chargebacks,ip,ip_country,ip_region,proxy,vpn,tor,device_id,device_os,browser,is_emulator,delivery_type,delivery_address,address_verified,billing_address,addresses_match,shipping_region,delivery_person,delivery_signature_required,last_mile_provider,session_length_sec,pages_viewed,time_on_checkout_sec,added_card_count,cart_abandon_rate,velocity_same_card_1h,velocity_same_ip_24h,is_fraud,fraud_type,chargeback_code,chargeback_date
TXN-951137283,2025-07-03T15:51:19.256398Z,PS5-SLIM-01,PlayStation 5 Slim,game_consoles,PS5SLIM-825SSD,58317,RUB,card,1,429649,3550,RU,True,1,Raiffeisenbank,USER-228501,юрий.gamer1999@mail.ru,mail.ru,2024-06-17,+79208625417,True,19,0,202.28.104.52,RU,Санкт-Петербург,False,False,False,device_fpr_68915684,Android,Safari 119,False,courier,"Санкт-Петербург, ул. Красная, д. 61, кв. 125",True,"Санкт-Петербург, ул. Красная, д. 61, кв. 125",True,Санкт-Петербург,Петр Соловьев,True,Почта России,1539,10,272,2,0.24,0,6,0,,,
TXN-988262240,2025-06-30T19:51:19.265787Z,PS5-SLIM-01,PlayStation 5 Slim,game_consoles,PS5SLIM-825SSD,61447,RUB,card,1,524130,2758,RU,True,1,Raiffeisenbank,USER-333229,павел.gamer1996@mail.ru,mail.ru,2021-12-15,+79269512686,True,5,0,55.224.43.18,RU,Пермь,False,False,False,device_fpr_36198027,Android,Firefox 119,False,courier,"Пермь, ул. Горького, д. 45, кв. 93",True,"Пермь, ул. Горького, д. 45, кв. 93",True,Пермь,Андрей Петров,True,DPD,789,9,58,2,0.15,0,7,0,,,
TXN-448048289,2025-11-04T00:51:19.297846Z,DUALSE-01,DualSense Wireless Controller,accessories,DUALSE-WH,8510,RUB,card,1,427650,8443,RU,False,2,Sberbank,USER-905341,дмитрий.gamer2007@mail.ru,mail.ru,2023-11-27,+79271397046,True,10,0,211.208.215.164,RU,Уфа,False,False,False,device_fpr_21459705,macOS,Firefox 113,False,pickup,"Уфа, ул. Лермонтова, д. 123, кв. 52",True,"Уфа, ул. Лермонтова, д. 123, кв. 52",True,Уфа,Алексей Петров,True,PickPoint,983,17,166,1,0.26,0,1,0,,,
TXN-229987754,2025-06-07T10:51:19.159993Z,CHARGING-01,Charging Stand for DualSense,accessories,CHARGE-DUAL,2466,RUB,card,0,554395,9230,RU,True,1,Yandex.Kassa,USER-941052,алексей.gamer2002@mail.ru,mail.ru,2023-10-31,+79325448748,True,1,0,55.226.169.34,RU,Пермь,False,False,False,device_fpr_11020154,Windows,Safari 112,False,courier,"Пермь, ул. Первомайная, д. 141, кв. 18",True,"Пермь, ул. Первомайная, д. 141, кв. 18",True,Пермь,Дмитрий Соколов,True,PickPoint,1499,19,256,1,0.3,0,5,0,,,
TXN-318982647,2025-06-11T16:51:19.344305Z,PSPLUS-1,PlayStation Plus (1 мес),subscriptions,PSPLUS-1M,503,RUB,card,0,427650,3251,RU,False,1,TinkoffPay,USER-761950,андрей.gamer1998@mail.ru,mail.ru,2024-08-15,+79357124341,True,18,0,160.254.226.223,RU,Челябинск,False,False,False,device_fpr_67889439,iOS,Firefox 104,False,pickup,"Челябинск, ул. Советская, д. 96, кв. 107",True,"Челябинск, ул. Советская, д. 96, кв. 107",True,Челябинск,Иван Федоров,True,Яндекс.Доставка,691,8,132,2,0.28,0,1,0,,,
TXN-299894322,2025-06-03T00:51:19.289448Z,PSPLUS-1,PlayStation Plus (1 мес),subscriptions,PSPLUS-1M,489,RUB,card,0,429649,2617,RU,True,2,Raiffeisenbank,USER-434384,владимир.gamer1997@mail.ru,mail.ru,2023-08-22,+79971026567,True,0,0,23.76.53.53,RU,Новосибирск,False,False,False,device_fpr_23938736,Windows,Edge 113,False,pickup,"Новосибирск, ул. Молодежная, д. 78, кв. 80",True,"Новосибирск, ул. Молодежная, д. 78, кв. 80",True,Новосибирск,Виктор Федоров,True,Боксберри,1441,13,119,2,0.24,0,6,0,,,
TXN-507822133,2025-06-22T03:51:19.260257Z,PS-GAME-01,Call of Duty Modern Warfare III,games,COD-MW3,3915,RUB,card,0,538012,5692,RU,True,1,Sberbank,USER-501176,виктор.gamer2002@mail.ru,mail.ru,2024-01-26,+79891717884,True,1,0,137.203.1.230,RU,Ростов-на-Дону,False,False,False,device_fpr_19254404,Windows,Chrome 104,False,courier,"Ростов-на-Дону, ул. Ленина, д. 180, кв. 86",True,"Ростов-на-Дону, ул. Ленина, д. 180, кв. 86",True,Ростов-на-Дону,Андрей Орлов,True,Почта России,192,14,282,1,0.21,2,1,0,,,
TXN-437458300,2025-09-15T17:51:19.225637Z,PS-GAME-01,Call of Duty Modern Warfare III,games,COD-MW3,4030,RUB,card,0,524130,1564,RU,True,1,Raiffeisenbank,USER-584353,павел.gamer2001@mail.ru,mail.ru,2023-12-30,+79365876691,True,15,0,212.64.192.209,RU,Омск,False,False,False,device_fpr_97922560,Android,Chrome 120,False,pickup,"Омск, ул. Молодежная, д. 116, кв. 105",True,"Омск, ул. Молодежная, д. 116, кв. 105",True,Омск,Николай Лебедев,True,Боксберри,554,6,75,1,0.05,1,7,0,,,
TXN-237587448,2025-06-10T21:51:19.126976Z,PSPLUS-12,PlayStation Plus (12 мес),subscriptions,PSPLUS-12M,3959,RUB,card,0,546955,3967,RU,True,3,TinkoffPay,USER-185999,константин.gamer1993@mail.ru,mail.ru,2023-02-17,+79955122263,True,4,0,12.112.182.13,RU,Краснодар,False,False,False,device_fpr_29511512,Windows,Firefox 102,False,courier,"Краснодар, ул. Ленина, д. 105, кв. 30",True,"Краснодар, ул. Ленина, д. 105, кв. 30",True,Краснодар,Дмитрий Петров,True,PickPoint,1356,4,91,2,0.25,1,4,0,,,
TXN-563057972,2025-11-03T09:51:19.185193Z,DUALSE-01,DualSense Wireless Controller,accessories,DUALSE-WH,8224,RUB,card,1,524130,1182,RU,True,1,TinkoffPay,USER-836265,павел.gamer1993@mail.ru,mail.ru,2024-01-01,+79312195885,True,14,0,22.29.190.4,RU,Воронеж,False,False,False,device_fpr_86776652,Android,Safari 107,False,courier,"Воронеж, ул. Красная, д. 12, кв. 119",True,"Воронеж, ул. Красная, д. 12, кв. 119",True,Воронеж,Дмитрий Орлов,True,DPD,1373,5,277,2,0.22,0,3,0,,,
TXN-260424038,2025-06-01T11:51:19.365209Z,PS-GAME-02,Final Fantasy XVI,games,FF16,5176,RUB,card,0,429649,6684,RU,True,1,Yandex.Kassa,USER-902717,петр.gamer1998@mail.ru,mail.ru,2023-02-08,+79276791593,True,3,0,136.145.211.58,RU,Казань,False,False,False,device_fpr_86571900,iOS,Edge 116,False,pickup,"Казань, ул. Пушкина, д. 176, кв. 71",True,"Казань, ул. Пушкина, д. 176, кв. 71",True,Казань,Павел Сидоров,True,Яндекс.Доставка,1660,15,79,2,0.14,0,3,0,,,
TXN-260282432,2025-07-11T12:51:19.361643Z,PS-GAME-02,Final Fantasy XVI,games,FF16,5136,RUB,card,0,429649,1849,RU,True,1,Raiffeisenbank,USER-825750,юрий.gamer1993@mail.ru,mail.ru,2023-06-14,+79006886813,True,0,0,3.21.199.56,RU,Челябинск,False,False,False,device_fpr_25851281,macOS,Opera 115,False,courier,"Челябинск, пр. Мира, д. 116, кв. 84",True,"Челябинск, пр. Мира, д. 116, кв. 84",True,Челябинск,Андрей Федоров,True,Боксберри,1754,17,109,2,0.19,2,2,0,,,
TXN-614105169,2025-08-07T08:51:19.177445Z,PS5-STD-01,PlayStation 5 Standard,game_consoles,PS5STD-825SSD,50152,RUB,card,1,554395,5000,RU,True,1,Yandex.Kassa,USER-507505,константин.gamer2000@mail.ru,mail.ru,2022-08-07,+79877762126,True,9,0,154.235.119.128,RU,Казань,False,False,False,device_fpr_61844408,Windows,Chrome 104,False,pickup,"Казань, ул. Лермонтова, д. 58, кв. 21",True,"Казань, ул. Лермонтова, д. 58, кв. 21",True,Казань,Иван Федоров,True,Яндекс.Доставка,1165,8,160,1,0.06,0,2,0,,,
TXN-608510565,2025-07-22T23:51:19.306693Z,PS-GAME-02,Final Fantasy XVI,games,FF16,5113,RUB,card,0,524130,5797,RU,True,1,Raiffeisenbank,USER-903599,иван.gamer1994@mail.ru,mail.ru,2024-11-24,+79239446934,True,18,0,148.214.234.27,RU,Волгоград,False,False,False,device_fpr_97639892,macOS,Safari 111,False,courier,"Волгоград, ул. Советская, д. 163, кв. 113",True,"Волгоград, ул. Советская, д. 163, кв. 113",True,Волгоград,Андрей Сидоров,True,Почта России,1538,9,284,1,0.04,1,4,0,,,
TXN-995599502,2025-10-22T21:51:19.183180Z,PS5-SLIM-01,PlayStation 5 Slim,game_consoles,PS5SLIM-825SSD,62390,RUB,card,1,427650,3172,RU,True,1,Sberbank,USER-656066,иван.gamer1995@mail.ru,mail.ru,2023-08-28,+79727049850,False,19,0,145.108.223.240,RU,Екатеринбург,False,False,False,device_fpr_53626563,iOS,Opera 104,False,courier,"Екатеринбург, ул. Горького, д. 165, кв. 49",True,"Екатеринбург, ул. Горького, д. 165, кв. 49",True,Екатеринбург,Петр Волков,True,DPD,733,16,71,2,0.08,2,1,0,,,
TXN-807338822,2025-06-17T06:51:19.351470Z,PS5-SLIM-01,PlayStation 5 Slim,game_consoles,PS5SLIM-825SSD,61569,RUB,card,1,546955,5816,RU,True,1,Yandex.Kassa,USER-574106,владимир.gamer1996@mail.ru,mail.ru,2021-11-11,+79397699730,True,19,0,74.253.139.120,RU,Краснодар,False,False,False,device_fpr_21208800,Linux,Firefox 120,False,pickup,"Краснодар, ул. Красная, д. 4, кв. 4",True,"Краснодар, ул. Красная, д. 4, кв. 4",True,Краснодар,Андрей Федоров,True,Почта России,452,18,249,1,0.02,2,3,0,,,
TXN-705986587,2025-07-14T22:51:19.269553Z,PSPLUS-12,PlayStation Plus (12 мес),subscriptions,PSPLUS-12M,3826,RUB,card,0,427650,9916,RU,True,1,TinkoffPay,USER-843725,владимир.gamer2004@mail.ru,mail.ru,2022-09-09,+79754578687,True,3,0,195.68.66.249,RU,Екатеринбург,False,False,False,device_fpr_41259822,iOS,Opera 118,False,pickup,"Екатеринбург, ул. Октябрьская, д. 2, кв. 78",True,"Екатеринбург, ул. Октябрьская, д. 2, кв. 78",True,Екатеринбург,Дмитрий Смирнов,True,Боксберри,343,14,83,2,0.06,1,7,0,,,
TXN-532012118,2025-10-21T15:51:19.323495Z,HEADSET-01,PlayStation 5 Headset,accessories,PS5-HS,7634,RUB,card,0,556048,3339,RU,True,3,Yandex.Kassa,USER-843987,юрий.gamer2006@mail.ru,mail.ru,2022-12-27,+79094066079,True,16,0,110.211.43.41,RU,Пермь,False,False,False,device_fpr_45212459,Linux,Firefox 113,False,pickup,"Пермь, ул. Лермонтова, д. 186, кв. 50",True,"Пермь, ул. Лермонтова, д. 186, кв. 50",True,Пермь,Константин Смирнов,True,DPD,1647,9,225,1,0.03,0,2,0,,,
TXN-654840677,2025-05-29T21:51:19.334031Z,PS5-SLIM-01,PlayStation 5 Slim,game_consoles,PS5SLIM-825SSD,61015,RUB,card,1,524130,5518,RU,False,1,Yandex.Kassa,USER-357426,андрей.gamer2008@mail.ru,mail.ru,2024-11-24,+79616108364,True,9,0,117.38.157.133,RU,Волгоград,False,False,False,device_fpr_76242666,Windows,Edge 114,False,courier,"Волгоград, ул. Октябрьская, д. 21, кв. 50",True,"Волгоград, ул. Октябрьская, д. 21, кв. 50",True,Волгоград,Сергей Козлов,True,DPD,565,12,163,2,0.02,2,0,0,,,
TXN-271924070,2025-05-30T14:51:19.274316Z,PSPLUS-1,PlayStation Plus (1 мес),subscriptions,PSPLUS-1M,476,RUB,card,0,554395,2839,RU,True,1,TinkoffPay,USER-508506,андрей.gamer1997@mail.ru,mail.ru,2022-03-05,+79016129584,True,0,0,166.204.10.138,RU,Краснодар,False,False,False,device_fpr_41493562,Android,Chrome 119,False,pickup,"Краснодар, ул. Советская, д. 17, кв. 68",True,"Краснодар, ул. Советская, д. 17, кв. 68",True,Краснодар,Владимир Смирнов,True,Яндекс.Доставка,192,15,167,2,0.18,2,1,0,,,
TXN-234693743,2025-09-14T12:51:19.289901Z,PSVR2-01,PlayStation VR2,vr_headsets,PSVR2-1000,76409,RUB,card,1,538012,6069,RU,True,1,Raiffeisenbank,USER-455970,алексей.gamer1994@mail.ru,mail.ru,2022-09-22,+79252972645,True,18,0,231.34.231.161,RU,Москва,False,False,False,device_fpr_19195168,iOS,Safari 113,False,courier,"Москва, ул. Лермонтова, д. 38, кв. 138",True,"Москва, ул. Лермонтова, д. 38, кв. 138",True,Москва,Иван Соловьев,True,Яндекс.Доставка,500,15,129,2,0.24,0,3,0,,,
TXN-269359979,2025-11-04T09:51:19.193041Z,PSVR2-01,PlayStation VR2,vr_headsets,PSVR2-1000,75300,RUB,card,1,524130,9912,RU,True,1,Yandex.Kassa,USER-403602,виктор.gamer2003@mail.ru,mail.ru,2024-01-27,+79098845870,True,3,0,162.200.233.28,RU,Санкт-Петербург,False,False,False,device_fpr_55874854,macOS,Edge 114,False,pickup,"Санкт-Петербург, ул. Ленина, д. 127, кв. 147",True,"Санкт-Петербург, ул. Ленина, д. 127, кв. 147",True,Санкт-Петербург,Виктор Иванов,True,DPD,177,18,181,2,0.3,0,6,0,,,
TXN-823418357,2025-09-24T19:51:19.368771Z,PSPLUS-12,PlayStation Plus (12 мес),subscriptions,PSPLUS-12M,4005,RUB,card,0,427650,2812,RU,True,1,Sberbank,USER-422233,павел.gamer2002@mail.ru,mail.ru,2022-05-27,+79055944854,True,16,0,73.11.85.243,RU,Нижний Новгород,False,False,False,device_fpr_24254771,iOS,Chrome 111,False,pickup,"Нижний Новгород, ул. Ленина, д. 70, кв. 108",True,"Нижний Новгород, ул. Ленина, д. 70, кв. 108",True,Нижний Новгород,Петр Орлов,True,Почта России,260,7,66,1,0.09,1,6,0,,,
TXN-204095627,2025-11-07T04:51:19.379447Z,PS5-SLIM-01,PlayStation 5 Slim,game_consoles,PS5SLIM-825SSD,62116,RUB,card,1,429649,4110,RU,True,1,Yandex.Kassa,USER-258340,сергей.gamer1993@mail.ru,mail.ru,2023-09-16,+79148086694,True,9,0,55.193.235.60,RU,Нижний Новгород,False,False,False,device_fpr_21821079,Android,Edge 111,False,courier,"Нижний Новгород, ул. Лермонтова, д. 32, кв. 95",True,"Нижний Новгород, ул. Лермонтова, д. 32, кв. 95",True,Нижний Новгород,Владимир Лебедев,True,Яндекс.Доставка,398,6,32,2,0.03,1,7,0,,,
TXN-845617761,2025-08-16T02:51:19.356605Z,CHARGING-01,Charging Stand for DualSense,accessories,CHARGE-DUAL,2410,RUB,card,0,546955,9450,RU,True,1,Sberbank,USER-409203,николай.gamer2009@mail.ru,mail.ru,2024-09-23,+79795337432,True,13,0,86.170.155.222,RU,Санкт-Петербург,False,False,False,device_fpr_84797330,macOS,Opera 105,False,courier,"Санкт-Петербург, ул. Лермонтова, д. 170, кв. 20",True,"Санкт-Петербург, ул. Лермонтова, д. 170, кв. 20",True,Санкт-Петербург,Дмитрий Соколов,True,PickPoint,542,9,108,1,0.23,0,7,0,,,
TXN-163005130,2025-06-30T13:51:19.248397Z,HEADSET-01,PlayStation 5 Headset,accessories,PS5-HS,8005,RUB,card,0,524130,1071,RU,True,1,TinkoffPay,USER-576984,петр.gamer2006@mail.ru,mail.ru,2025-04-10,+79292897459,True,6,0,137.210.236.54,RU,Уфа,False,False,False,device_fpr_89614567,Windows,Safari 117,False,pickup,"Уфа, ул. Красная, д. 61, кв. 87",True,"Уфа, ул. Красная, д. 61, кв. 87",True,Уфа,Алексей Морозов,True,Почта России,829,5,271,1,0.08,1,7,0,,,
TXN-464027712,2025-09-30T22:51:19.259282Z,PS5-STD-01,PlayStation 5 Standard,game_consoles,PS5STD-825SSD,51526,RUB,card,1,429649,1331,RU,True,1,Yandex.Kassa,USER-727523,николай.gamer1996@mail.ru,mail.ru,2022-09-09,+79561527169,True,17,0,14.249.15.182,RU,Казань,False,False,False,device_fpr_31442986,Linux,Edge 109,False,courier,"Казань, ул. Октябрьская, д. 110, кв. 22",True,"Казань, ул. Октябрьская, д. 110, кв. 22",True,Казань,Андрей Иванов,True,Яндекс.Доставка,895,6,95,1,0.09,2,7,0,,,
TXN-156318065,2025-09-16T20:51:19.172678Z,PSPLUS-1,PlayStation Plus (1 мес),subscriptions,PSPLUS-1M,478,RUB,card,0,556048,3496,RU,True,1,Raiffeisenbank,USER-877622,алексей.gamer1993@mail.ru,mail.ru,2024-12-15,+79057112674,True,14,0,86.59.100.244,RU,Воронеж,False,False,False,device_fpr_14952075,Android,Edge 114,False,pickup,"Воронеж, ул. Октябрьская, д. 49, кв. 42",True,"Воронеж, ул. Октябрьская, д. 49, кв. 42",True,Воронеж,Павел Иванов,True,DPD,737,5,187,2,0.16,1,5,0,,,
TXN-548020862,2025-05-29T16:51:19.212190Z,PSPLUS-1,PlayStation Plus (1 мес),subscriptions,PSPLUS-1M,523,RUB,card,0,554395,7146,RU,True,1,Raiffeisenbank,USER-271277,владимир.gamer2005@mail.ru,mail.ru,2022-04-24,+79606880926,True,19,0,151.81.49.246,RU,Омск,False,False,False,device_fpr_58878285,macOS,Firefox 117,False,pickup,"Омск, ул. Молодежная, д. 79, кв. 79",True,"Омск, ул. Молодежная, д. 79, кв. 79",True,Омск,Андрей Федоров,True,Боксберри,1665,14,79,2,0.07,2,2,0,,,
TXN-589178932,2025-08-19T00:51:19.302963Z,CHARGING-01,Charging Stand for DualSense,accessories,CHARGE-DUAL,2517,RUB,card,0,427650,1149,RU,True,1,Yandex.Kassa,USER-589881,юрий.gamer1992@mail.ru,mail.ru,2023-06-20,+79192376807,True,7,0,18.168.197.155,RU,Екатеринбург,False,False,False,device_fpr_26424078,Android,Opera 104,False,courier,"Екатеринбург, ул. Советская, д. 186, кв. 5",True,"Екатеринбург, ул. Советская, д. 186, кв. 5",True,Екатеринбург,Алексей Козлов,True,Почта России,290,17,39,2,0.24,1,7,0,,,
TXN-690348803,2025-06-06T20:51:19.210666Z,PSVR2-01,PlayStation VR2,vr_headsets,PSVR2-1000,73556,RUB,card,1,546955,7297,RU,False,1,Raiffeisenbank,USER-237080,иван.gamer2009@mail.ru,mail.ru,2022-10-25,+79049979219,True,14,0,2.92.12.4,RU,Пермь,False,False,False,device_fpr_83735788,macOS,Opera 109,False,pickup,"Пермь, ул. Комсомольская, д. 189, кв. 95",True,"Пермь, ул. Комсомольская, д. 189, кв. 95",True,Пермь,Павел Иванов,True,PickPoint,676,11,96,2,0.1,0,5,0,,,
TXN-829584348,2025-09-14T08:51:19.321912Z,HEADSET-01,PlayStation 5 Headset,accessories,PS5-HS,7936,RUB,card,0,546955,2874,RU,True,2,Sberbank,USER-242049,константин.gamer2000@mail.ru,mail.ru,2025-08-12,+79169291514,True,5,0,54.106.220.242,RU,Уфа,False,False,False,device_fpr_56838193,Windows,Safari 109,False,pickup,"Уфа, ул. Октябрьская, д. 69, кв. 120",True,"Уфа, ул. Октябрьская, д. 69, кв. 120",True,Уфа,Андрей Соловьев,True,СДЭК,789,9,180,2,0.01,0,6,0,,,
TXN-869441210,2025-11-04T11:51:19.217965Z,PS-GAME-01,Call of Duty Modern Warfare III,games,COD-MW3,4099,RUB,card,0,429649,1755,RU,True,1,Raiffeisenbank,USER-675770,петр.gamer1999@mail.ru,mail.ru,2025-07-04,+79514061481,True,10,0,23.225.56.180,RU,Челябинск,False,False,False,device_fpr_90330983,iOS,Edge 106,False,courier,"Челябинск, ул. Горького, д. 33, кв. 2",True,"Челябинск, ул. Горького, д. 33, кв. 2",True,Челябинск,Сергей Федоров,True,Почта России,589,18,258,2,0.19,2,1,0,,,
TXN-535555721,2025-06-22T19:51:19.273990Z,PSPLUS-12,PlayStation Plus (12 мес),subscriptions,PSPLUS-12M,3995,RUB,card,0,556048,7104,RU,True,2,Raiffeisenbank,USER-495135,алексей.gamer1993@mail.ru,mail.ru,2022-07-24,+79698912798,True,9,0,151.69.207.2,RU,Нижний Новгород,False,False,False,device_fpr_94656528,Linux,Firefox 112,False,pickup,"Нижний Новгород, ул. Комсомольская, д. 65, кв. 70",True,"Нижний Новгород, ул. Комсомольская, д. 65, кв. 70",True,Нижний Новгород,Николай Волков,True,Яндекс.Доставка,640,12,138,2,0.28,0,3,0,,,
TXN-217399525,2025-06-17T08:51:19.352136Z,PS5-SLIM-01,PlayStation 5 Slim,game_consoles,PS5SLIM-825SSD,57406,RUB,card,1,554395,8750,RU,True,1,Sberbank,USER-263233,николай.gamer2009@mail.ru,mail.ru,2022-08-12,+79968731600,True,12,0,108.215.245.239,RU,Уфа,False,False,False,device_fpr_69187191,iOS,Opera 104,False,pickup,"Уфа, ул. Лермонтова, д. 135, кв. 8",True,"Уфа, ул. Лермонтова, д. 135, кв. 8",True,Уфа,Алексей Соколов,True,СДЭК,1673,7,231,2,0.07,2,5,0,,,
TXN-479948925,2025-11-04T13:51:19.330506Z,PS-GAME-01,Call of Duty Modern Warfare III,games,COD-MW3,4089,RUB,card,0,538012,2146,RU,True,1,TinkoffPay,USER-247215,виктор.gamer2006@mail.ru,mail.ru,2022-05-01,+79908490282,True,5,0,54.75.14.220,RU,Санкт-Петербург,False,False,False,device_fpr_77208694,macOS,Opera 105,False,pickup,"Санкт-Петербург, ул. Пушкина, д. 178, кв. 116",True,"Санкт-Петербург, ул. Пушкина, д. 178, кв. 116",True,Санкт-Петербург,Владимир Сидоров,True,Почта России,1348,11,139,1,0.06,1,0,0,,,
TXN-432010203,2025-06-30T15:51:19.201595Z,PS-GAME-02,Final Fantasy XVI,games,FF16,4958,RUB,card,0,427650,3284,RU,True,1,Sberbank,USER-390951,владимир.gamer2004@mail.ru,mail.ru,2025-05-04,+79305667592,True,1,0,8.70.247.108,RU,Воронеж,False,False,False,device_fpr_53682162,Windows,Safari 106,False,courier,"Воронеж, ул. Комсомольская, д. 125, кв. 57",True,"Воронеж, ул. Комсомольская, д. 125, кв. 57",True,Воронеж,Петр Федоров,True,DPD,1035,6,259,2,0.01,0,4,0,,,
TXN-825245145,2025-07-18T04:51:19.231286Z,CHARGING-01,Charging Stand for DualSense,accessories,CHARGE-DUAL,2374,RUB,card,0,556048,8906,RU,True,1,Raiffeisenbank,USER-587947,иван.gamer1992@mail.ru,mail.ru,2025-10-01,+79493727850,True,16,0,32.40.133.216,RU,Москва,False,False,False,device_fpr_50888723,Linux,Chrome 101,False,pickup,"Москва, ул. Горького, д. 137, кв. 92",True,"Москва, ул. Горького, д. 137, кв. 92",True,Москва,Андрей Волков,True,СДЭК,496,16,288,2,0.23,0,6,0,,,
TXN-414763784,2025-10-13T18:51:19.349288Z,PSPLUS-12,PlayStation Plus (12 мес),subscriptions,PSPLUS-12M,3797,RUB,card,0,524130,7279,RU,True,1,Raiffeisenbank,USER-382469,петр.gamer2003@mail.ru,mail.ru,2023-06-25,+79487344552,True,9,0,106.131.43.123,RU,Новосибирск,False,False,False,device_fpr_71039982,iOS,Edge 120,False,pickup,"Новосибирск, ул. Лермонтова, д. 126, кв. 19",True,"Новосибирск, ул. Лермонтова, д. 126, кв. 19",True,Новосибирск,Константин Лебедев,True,PickPoint,1659,11,261,1,0.12,0,7,0,,,
TXN-763460448,2025-11-15T20:51:19.290227Z,PSPLUS-12,PlayStation Plus (12 мес),subscriptions,PSPLUS-12M,3863,RUB,card,0,554395,6739,RU,False,1,Raiffeisenbank,USER-854189,виктор.gamer1991@mail.ru,mail.ru,2022-07-29,+79037514329,True,1,0,145.34.9.112,RU,Новосибирск,False,False,False,device_fpr_88744296,macOS,Edge 110,False,pickup,"Новосибирск, ул. Центральная, д. 21, кв. 15",True,"Новосибирск, ул. Центральная, д. 21, кв. 15",True,Новосибирск,Алексей Петров,True,DPD,1502,19,155,1,0.29,2,4,0,,,
TXN-421996389,2025-09-13T16:51:19.340181Z,PSPLUS-1,PlayStation Plus (1 мес),subscriptions,PSPLUS-1M,491,RUB,card,0,427650,6797,RU,True,1,Yandex.Kassa,USER-815030,константин.gamer2003@mail.ru,mail.ru,2024-04-28,+79661792539,True,2,0,197.120.82.170,RU,Ростов-на-Дону,False,False,False,device_fpr_24062397,macOS,Firefox 115,False,courier,"Ростов-на-Дону, ул. Октябрьская, д. 1, кв. 102",True,"Ростов-на-Дону, ул. Октябрьская, д. 1, кв. 102",True,Ростов-на-Дону,Иван Соколов,True,PickPoint,260,15,135,2,0.04,0,1,0,,,
TXN-360291545,2025-08-03T14:51:19.250720Z,PSPLUS-1,PlayStation Plus (1 мес),subscriptions,PSPLUS-1M,505,RUB,card,0,546955,4872,RU,True,1,Raiffeisenbank,USER-929783,иван.gamer1997@mail.ru,mail.ru,2025-05-09,+79592330657,True,19,0,184.13.32.10,RU,Екатеринбург,False,False,False,device_fpr_82109647,Android,Firefox 103,False,courier,"Екатеринбург, ул. Пушкина, д. 92, кв. 125",True,"Екатеринбург, ул. Пушкина, д. 92, кв. 125",True,Екатеринбург,Сергей Орлов,True,Боксберри,486,19,88,2,0.22,2,4,0,,,
TXN-516844304,2025-06-04T14:51:19.373249Z,PS-GAME-02,Final Fantasy XVI,games,FF16,5085,RUB,card,0,554395,1583,RU,True,1,Raiffeisenbank,USER-301489,владимир.gamer2000@mail.ru,mail.ru,2025-07-12,+79197012589,True,3,0,84.222.147.139,RU,Волгоград,False,False,False,device_fpr_40078577,Linux,Chrome 100,False,pickup,"Волгоград, ул. Советская, д. 146, кв. 44",True,"Волгоград, ул. Советская, д. 146, кв. 44",True,Волгоград,Иван Козлов,True,PickPoint,177,19,129,2,0.14,2,6,0,,,
TXN-177842160,2025-09-21T04:51:19.193580Z,PS-GAME-01,Call of Duty Modern Warfare III,games,COD-MW3,4141,RUB,card,0,538012,9442,RU,True,1,Yandex.Kassa,USER-136468,андрей.gamer2000@mail.ru,mail.ru,2024-09-01,+79254641141,True,0,0,93.248.85.80,RU,Москва,False,False,False,device_fpr_78446632,Linux,Edge 118,False,courier,"Москва, ул. Лермонтова, д. 108, кв. 118",True,"Москва, ул. Лермонтова, д. 108, кв. 118",True,Москва,Константин Волков,True,DPD,1282,17,176,2,0.12,2,2,0,,,
TXN-519362022,2025-11-06T03:51:19.251253Z,PSPLUS-12,PlayStation Plus (12 мес),subscriptions,PSPLUS-12M,4141,RUB,card,0,429649,3484,RU,True,2,Sberbank,USER-796314,константин.gamer2005@mail.ru,mail.ru,2023-07-25,+79281960655,True,4,0,64.90.88.13,RU,Ростов-на-Дону,False,False,False,device_fpr_84231623,Linux,Edge 104,False,pickup,"Ростов-на-Дону, ул. Молодежная, д. 12, кв. 3",True,"Ростов-на-Дону, ул. Молодежная, д. 12, кв. 3",True,Ростов-на-Дону,Николай Федоров,True,Боксберри,92,12,243,2,0.11,0,0,0,,,
TXN-759719673,2025-11-05T09:51:19.293585Z,CHARGING-01,Charging Stand for DualSense,accessories,CHARGE-DUAL,2496,RUB,card,0,538012,6431,RU,True,1,Sberbank,USER-771844,николай.gamer2005@mail.ru,mail.ru,2022-04-19,+79916101210,True,3,0,47.42.64.50,RU,Ростов-на-Дону,False,False,False,device_fpr_92905308,macOS,Chrome 100,False,pickup,"Ростов-на-Дону, ул. Молодежная, д. 185, кв. 144",True,"Ростов-на-Дону, ул. Молодежная, д. 185, кв. 144",True,Ростов-на-Дону,Константин Сидоров,True,Яндекс.Доставка,949,15,70,2,0.25,1,2,0,,,
